trip_date,user_type,total_trips,total_trip_duration_hours,average_trip_duration_minutes
2017-10-03,Member,8339,1565.3444444444444,11.262821281528561
2017-10-04,Casual,1076,451.56333333333333,25.180111524163568
2017-10-04,Member,9142,1699.5555555555554,11.154379056369867
2017-10-05,Casual,1294,627.2327777777778,29.083436373003607
2017-10-05,Member,10257,1968.8955555555556,11.517376750836828
2017-10-06,Casual,3575,2318.6275,38.914027972027974
2017-10-06,Member,8871,1751.1252777777777,11.843931537218653
2017-10-07,Casual,2048,1205.0883333333334,35.305322265625
2017-10-07,Member,3049,566.2866666666666,11.14371925221384
2017-10-08,Casual,2785,2153.8975,46.4035368043088
2017-10-08,Member,2662,553.9080555555555,12.484779614325069
2017-10-09,Casual,1732,1168.8211111111111,40.490338722093924
2017-10-09,Member,2310,444.3958333333333,11.542748917748918
2017-10-10,Casual,1010,641.5383333333334,38.11118811881188
2017-10-10,Member,6610,1300.7297222222223,11.806926374180534
2017-10-11,Casual,408,147.18666666666667,21.645098039215686
2017-10-11,Member,4481,754.5205555555555,10.102930893401771
2017-10-12,Casual,443,184.75916666666666,25.023814898419865
2017-10-12,Member,5758,1034.4844444444445,10.779622554127592
2017-10-13,Casual,773,362.8975,28.16798188874515
2017-10-13,Member,6009,1129.0633333333333,11.273722749209519
2017-10-14,Casual,1121,571.58,30.593041926851026
2017-10-14,Member,2900,627.8952777777778,12.990936781609197
2017-10-15,Casual,685,302.8977777777778,26.531192214111922
2017-10-15,Member,2567,435.03027777777777,10.168218413193092
2017-10-16,Casual,594,272.1641666666667,27.491329966329964
2017-10-16,Member,5408,950.035,10.540329142011835
2017-10-17,Casual,551,333.89194444444445,36.35846944948579
2017-10-17,Member,6359,1192.5388888888888,11.25213608009645
2017-10-18,Casual,749,396.0561111111111,31.726791277258567
2017-10-18,Member,6505,1194.503611111111,11.017712016397642
2017-10-19,Casual,796,378.23333333333335,28.51005025125628
2017-10-19,Member,6577,1224.8902777777778,11.174306928184077
2017-10-20,Casual,1361,800.2722222222222,35.28018613764389
2017-10-20,Member,6396,1196.3794444444443,11.223071711486345
2017-10-21,Casual,2536,1419.3686111111112,33.58127628811777
2017-10-21,Member,4050,799.8252777777778,11.849263374485597
2017-10-22,Casual,2782,1953.611111111111,42.13395638629284
2017-10-22,Member,3954,813.0816666666667,12.338113302984318
2017-10-23,Casual,734,287.32666666666665,23.487193460490463
2017-10-23,Member,4420,789.2669444444444,10.714030920060333
2017-10-24,Casual,519,314.9483333333334,36.4102119460501
2017-10-24,Member,5928,1069.3405555555555,10.82328497525866
2017-10-25,Casual,503,215.24249999999998,25.675049701789263
2017-10-25,Member,5874,1066.5902777777778,10.894691294972194
2017-10-26,Casual,590,281.7080555555556,28.648276836158193
2017-10-26,Member,5623,1009.9813888888889,10.776966625170433
2017-10-27,Casual,669,302.05694444444447,27.090308918784256
2017-10-27,Member,5756,1074.3902777777778,11.199342714848274
2017-10-28,Casual,273,99.40694444444445,21.847680097680097
2017-10-28,Member,1859,316.4788888888889,10.214488076026537
2017-10-29,Casual,637,311.09277777777777,29.30230245944532
2017-10-29,Member,2738,476.2936111111111,10.437405648892135
2017-10-30,Casual,320,144.42222222222225,27.079166666666666
2017-10-30,Member,4890,851.7602777777778,10.451046353101567
2017-10-31,Casual,372,142.22138888888887,22.938933691756272
2017-10-31,Member,4964,861.2144444444444,10.40952189094816
2017-11-01,Casual,227,102.32805555555555,27.04706314243759
2017-11-01,Member,6211,1070.2408333333333,10.338826275962003
2017-11-02,Casual,316,120.23138888888889,22.828744725738396
2017-11-02,Member,4884,869.1297222222222,10.677269314769315
2017-11-03,Casual,551,300.61611111111114,32.734966727162735
2017-11-03,Member,5913,1038.5561111111112,10.538367438976268
2017-11-04,Casual,870,453.09083333333336,31.24764367816092
2017-11-04,Member,5908,1093.8791666666666,11.109131685849695
2017-11-05,Casual,512,189.51666666666668,22.208984375
2017-11-05,Member,4801,881.6566666666666,11.01841283066028
2017-11-06,Casual,2590,1740.8497222222222,40.328564993564996
2017-11-06,Member,7245,1381.3102777777779,11.439422590292157
2017-11-07,Casual,276,146.67583333333332,31.88605072463768
2017-11-07,Member,5006,936.7638888888889,11.227693434545213
2017-11-08,Casual,276,164.94416666666666,35.85742753623188
2017-11-08,Member,4989,909.5669444444445,10.938868844791875
2017-11-09,Casual,167,126.21111111111112,45.34530938123752
2017-11-09,Member,4265,784.3230555555555,11.033853067604532
2017-11-10,Casual,124,47.526944444444446,22.996908602150537
2017-11-10,Member,2927,485.9138888888889,9.960653684090651
2017-11-11,Casual,193,243.20305555555555,75.60716753022453
2017-11-11,Member,1945,341.5861111111111,10.537360754070267
2017-11-12,Casual,264,133.49472222222224,30.339709595959597
2017-11-12,Member,1990,336.1847222222222,10.136222780569515
2017-11-13,Casual,180,84.61166666666666,28.20388888888889
2017-11-13,Member,3756,673.5419444444445,10.759455981540645
2017-11-14,Casual,164,60.25666666666667,22.045121951219514
2017-11-14,Member,4803,846.4752777777778,10.574332014713027
2017-11-15,Casual,160,52.651666666666664,19.744374999999998
2017-11-15,Member,4539,823.2452777777778,10.882290519203936
2017-11-16,Casual,168,44.959722222222226,16.057043650793652
2017-11-16,Member,4226,748.3794444444445,10.625358889414734
2017-11-17,Casual,218,144.6563888888889,39.81368501529052
2017-11-17,Member,4023,691.6538888888888,10.315494241445025
2017-11-18,Casual,119,93.13083333333334,46.956722689075626
2017-11-18,Member,1486,283.03027777777777,11.427871242709735
2017-11-19,Casual,231,95.9525,24.922727272727272
2017-11-19,Member,1963,337.47999999999996,10.31523178807947
2017-11-20,Casual,141,120.61972222222222,51.3275413711584
2017-11-20,Member,4114,714.0175,10.413478366553232
2017-11-21,Casual,237,153.22055555555556,38.79001406469761
2017-11-21,Member,4653,922.8169444444445,11.899638226233971
2017-11-22,Casual,165,54.57222222222222,19.844444444444445
2017-11-22,Member,4142,690.0455555555556,9.995831321422823
2017-11-23,Casual,192,65.64361111111111,20.51362847222222
2017-11-23,Member,4096,685.2683333333333,10.0381103515625
2017-11-24,Casual,338,168.19333333333333,29.85680473372781
2017-11-24,Member,4465,776.5208333333334,10.434770436730124
2017-11-25,Casual,440,214.26722222222222,29.218257575757573
2017-11-25,Member,2285,386.12277777777774,10.13889132020423
2017-11-26,Casual,226,102.98194444444445,27.340339233038346
2017-11-26,Member,1892,299.27194444444444,9.490653629316421
2017-11-27,Casual,145,53.888333333333335,22.298620689655174
2017-11-27,Member,3946,676.3866666666667,10.284642676127724
2017-11-28,Casual,269,137.99305555555557,30.77912019826518
2017-11-28,Member,4925,873.7183333333334,10.64428426395939
2017-11-29,Casual,195,66.62666666666667,20.50051282051282
2017-11-29,Member,4481,782.1194444444444,10.472476381760025
2017-11-30,Casual,106,25.53388888888889,14.45314465408805
2017-11-30,Member,3952,690.08,10.476923076923077
2017-12-01,Casual,239,260.99361111111114,65.52140864714086
2017-12-01,Member,6056,1042.2949999999998,10.326568692206077
2017-12-02,Casual,378,293.47361111111115,46.583112874779545
2017-12-02,Member,2692,486.3675,10.84028603268945
2017-12-03,Casual,424,207.97777777777776,29.430817610062892
2017-12-03,Member,2855,476.4266666666666,10.012469352014012
2017-12-04,Casual,486,178.95777777777778,22.09355281207133
2017-12-04,Member,6916,1278.378888888889,11.090620782726045
2017-12-05,Casual,647,308.9472222222222,28.65043791859866
2017-12-05,Member,7125,1239.2083333333333,10.435438596491228
2017-12-06,Casual,1198,539.3466666666667,27.012353923205342
2017-12-06,Member,7974,1447.041388888889,10.888197057102248
2017-12-07,Casual,110,28.87,15.747272727272728
2017-12-07,Member,3669,608.3163888888888,9.947937676024347
2017-12-08,Casual,88,22.95388888888889,15.650378787878788
2017-12-08,Member,3270,585.2783333333333,10.739051987767585
2017-12-09,Casual,148,151.76944444444445,61.528153153153156
2017-12-09,Member,1929,327.7391666666666,10.194064282011404
2017-12-10,Casual,66,24.043611111111108,21.857828282828283
2017-12-10,Member,1436,222.00166666666667,9.2758356545961
2017-12-11,Casual,41,10.136944444444445,14.834552845528457
2017-12-11,Member,2259,413.0558333333333,10.970938468348827
2017-12-12,Casual,21,4.961666666666667,14.176190476190476
2017-12-12,Member,1498,292.35,11.709612817089454
2017-12-13,Casual,27,8.056111111111111,17.902469135802466
2017-12-13,Member,1808,316.17333333333335,10.492477876106195
2017-12-14,Casual,37,14.101111111111113,22.866666666666667
2017-12-14,Member,1982,347.4147222222222,10.517095526404306
2017-12-15,Casual,31,7.554722222222223,14.622043010752689
2017-12-15,Member,1710,304.8952777777778,10.69807992202729
2017-12-16,Casual,22,11.233055555555556,30.63560606060606
2017-12-16,Member,1056,177.41833333333335,10.08058712121212
2017-12-17,Casual,21,5.176666666666667,14.790476190476191
2017-12-17,Member,814,120.57027777777778,8.887244062244063
2017-12-18,Casual,27,9.743333333333334,21.651851851851852
2017-12-18,Member,1653,280.34555555555556,10.175882234321437
2017-12-19,Casual,110,37.01472222222222,20.189848484848486
2017-12-19,Member,3126,582.8933333333333,11.187971849008317
2017-12-20,Casual,93,62.61694444444445,40.39802867383513
2017-12-20,Member,2916,482.3236111111111,9.924354138088706
2017-12-21,Casual,86,75.99499999999999,53.019767441860466
2017-12-21,Member,2534,428.0047222222222,10.13428702972902
2017-12-22,Casual,14,4.599722222222223,19.71309523809524
2017-12-22,Member,711,132.8777777777778,11.213314580403189
2017-12-23,Casual,36,14.068611111111112,23.447685185185186
2017-12-23,Member,414,77.27416666666666,11.19915458937198
2017-12-24,Casual,19,5.883055555555556,18.578070175438597
2017-12-24,Member,405,67.97916666666667,10.070987654320987
2017-12-25,Casual,7,0.7225,6.192857142857142
2017-12-25,Member,108,22.803611111111113,12.668672839506172
2017-12-26,Casual,14,6.6225000000000005,28.382142857142856
2017-12-26,Member,249,41.34,9.961445783132529
2017-12-27,Casual,25,6.569999999999999,15.768
2017-12-27,Member,616,111.60916666666667,10.871022727272727
2017-12-28,Casual,16,9.120555555555557,34.202083333333334
2017-12-28,Member,624,103.18305555555555,9.92144764957265
2017-12-29,Casual,13,2.872777777777778,13.25897435897436
2017-12-29,Member,433,73.86638888888889,10.235527328714396
2017-12-30,Casual,11,2.555555555555556,13.93939393939394
2017-12-30,Member,401,68.67361111111111,10.275353283458022
2017-12-31,Casual,14,5.453333333333333,23.37142857142857
2017-12-31,Member,369,55.001666666666665,8.943360433604337
