,Date,Time,temp,weather_main,rain_1h,rain_3h,rain_24h,rain_today
40836,2017-03-25,12:00:00,275.15,Rain,0.3,,,
40837,2017-03-25,12:00:00,275.15,Mist,0.3,,,
40838,2017-03-25,13:00:00,275.15,Rain,0.3,,,
40839,2017-03-25,13:00:00,275.15,Mist,0.3,,,
40840,2017-03-25,14:00:00,275.34,Rain,0.3,,,
40841,2017-03-25,14:00:00,275.34,Mist,0.3,,,
40842,2017-03-25,15:00:00,275.15,Rain,0.3,,,
40843,2017-03-25,15:00:00,275.15,Mist,0.3,,,
40844,2017-03-25,16:00:00,275.53,Rain,0.3,,,
40845,2017-03-25,16:00:00,275.53,Mist,0.3,,,
40846,2017-03-25,17:00:00,275.74,Rain,0.3,,,
40847,2017-03-25,17:00:00,275.74,Mist,0.3,,,
40848,2017-03-25,18:00:00,276.36,Clouds,,,,
40849,2017-03-25,19:00:00,276.54,Clouds,,,,
40850,2017-03-25,20:00:00,276.53,Clouds,,,,
40851,2017-03-25,21:00:00,276.73,Clouds,,,,
40852,2017-03-25,22:00:00,276.54,Clouds,,,,
40853,2017-03-25,23:00:00,277.15,Clouds,,,,
40854,2017-03-26,00:00:00,276.15,Clouds,,,,
40855,2017-03-26,01:00:00,275.55,Clouds,,,,
40856,2017-03-26,02:00:00,275.35,Clouds,,,,
40857,2017-03-26,03:00:00,275.35,Clouds,,,,
40858,2017-03-26,04:00:00,274.62,Clouds,,,,
40859,2017-03-26,05:00:00,274.62,Clouds,,,,
40860,2017-03-26,06:00:00,274.62,Clouds,,,,
40861,2017-03-26,07:00:00,274.11,Rain,0.3,,,
40862,2017-03-26,08:00:00,274.15,Rain,0.3,,,
40863,2017-03-26,09:00:00,274.14,Rain,0.3,,,
40864,2017-03-26,10:00:00,274.14,Rain,0.3,,,
40865,2017-03-26,11:00:00,274.18,Clouds,,,,
40866,2017-03-26,12:00:00,274.96,Clouds,,,,
40867,2017-03-26,13:00:00,275.15,Clouds,,,,
40868,2017-03-26,14:00:00,275.76,Clouds,,,,
40869,2017-03-26,15:00:00,276.39,Clouds,,,,
40870,2017-03-26,16:00:00,277.0,Clouds,,,,
40871,2017-03-26,17:00:00,277.27,Rain,0.3,,,
40872,2017-03-26,18:00:00,277.46,Rain,0.3,,,
40873,2017-03-26,19:00:00,278.0,Clouds,,,,
40874,2017-03-26,20:00:00,278.23,Clouds,,,,
40875,2017-03-26,21:00:00,278.78,Clouds,,,,
40876,2017-03-26,22:00:00,279.21,Clouds,,,,
40877,2017-03-26,23:00:00,278.99,Clouds,,,,
40878,2017-03-27,00:00:00,278.38,Rain,0.3,,,
40879,2017-03-27,01:00:00,278.78,Rain,0.9,,,
40880,2017-03-27,02:00:00,278.75,Rain,0.3,,,
40881,2017-03-27,03:00:00,278.39,Rain,0.3,,,
40882,2017-03-27,04:00:00,278.62,Rain,0.3,,,
40883,2017-03-27,04:00:00,278.62,Mist,0.3,,,
40884,2017-03-27,05:00:00,278.89,Mist,0.3,,,
40885,2017-03-27,05:00:00,278.89,Rain,0.3,,,
40886,2017-03-27,06:00:00,278.89,Mist,,,,
40887,2017-03-27,07:00:00,278.63,Mist,,,,
40888,2017-03-27,08:00:00,278.63,Mist,,,,
40889,2017-03-27,09:00:00,278.85,Rain,0.3,,,
40890,2017-03-27,09:00:00,278.85,Mist,0.3,,,
40891,2017-03-27,10:00:00,278.63,Mist,0.3,,,
40892,2017-03-27,10:00:00,278.63,Rain,0.3,,,
40893,2017-03-27,11:00:00,278.4,Mist,0.9,,,
40894,2017-03-27,11:00:00,278.4,Rain,0.9,,,
40895,2017-03-27,12:00:00,279.39,Mist,0.3,,,
40896,2017-03-27,12:00:00,279.39,Rain,0.3,,,
40897,2017-03-27,12:00:00,279.39,Fog,0.3,,,
40898,2017-03-27,13:00:00,279.39,Mist,0.3,,,
40899,2017-03-27,13:00:00,279.39,Fog,0.3,,,
40900,2017-03-27,13:00:00,279.39,Rain,0.3,,,
40901,2017-03-27,14:00:00,279.97,Mist,,,,
40902,2017-03-27,14:00:00,279.97,Fog,,,,
40903,2017-03-27,15:00:00,281.22,Mist,,,,
40904,2017-03-27,15:00:00,281.22,Fog,,,,
40905,2017-03-27,16:00:00,282.37,Mist,,,,
40906,2017-03-27,17:00:00,284.0,Mist,,,,
40907,2017-03-27,18:00:00,285.18,Mist,,,,
40908,2017-03-27,19:00:00,286.22,Mist,,,,
40909,2017-03-27,20:00:00,286.42,Mist,,,,
40910,2017-03-27,21:00:00,286.58,Clouds,,,,
40911,2017-03-27,22:00:00,286.32,Mist,,,,
40912,2017-03-27,23:00:00,285.89,Rain,0.3,,,
40913,2017-03-27,23:00:00,285.89,Mist,0.3,,,
40914,2017-03-28,00:00:00,284.59,Mist,,,,
40915,2017-03-28,01:00:00,284.37,Mist,,,,
40916,2017-03-28,02:00:00,283.54,Mist,,,,
40917,2017-03-28,03:00:00,283.49,Rain,0.3,,,
40918,2017-03-28,03:00:00,283.49,Mist,0.3,,,
40919,2017-03-28,04:00:00,283.47,Mist,0.3,,,
40920,2017-03-28,04:00:00,283.47,Rain,0.3,,,
40921,2017-03-28,05:00:00,282.96,Mist,0.3,,,
40922,2017-03-28,05:00:00,282.96,Rain,0.3,,,
40923,2017-03-28,06:00:00,283.17,Mist,,,,
40924,2017-03-28,07:00:00,282.41,Clouds,,,,
40925,2017-03-28,08:00:00,281.64,Clouds,,,,
40926,2017-03-28,09:00:00,279.89,Clouds,,,,
40927,2017-03-28,10:00:00,279.39,Clouds,,,,
40928,2017-03-28,11:00:00,278.61,Clouds,,,,
40929,2017-03-28,12:00:00,278.56,Mist,,,,
40930,2017-03-28,13:00:00,278.56,Clouds,,,,
40931,2017-03-28,14:00:00,278.36,Clouds,,,,
40932,2017-03-28,15:00:00,278.36,Clouds,,,,
40933,2017-03-28,16:00:00,279.35,Clouds,,,,
40934,2017-03-28,17:00:00,279.36,Clouds,,,,
40935,2017-03-28,18:00:00,282.39599999999996,Clear,,,,
40936,2017-03-28,19:00:00,281.74,Clouds,,,,
40937,2017-03-28,20:00:00,281.74,Clouds,,,,
40938,2017-03-28,21:00:00,281.35,Clouds,,,,
40939,2017-03-28,22:00:00,281.16,Clouds,,,,
40940,2017-03-28,23:00:00,280.34,Clouds,,,,
40941,2017-03-29,00:00:00,279.37,Clouds,,,,
40942,2017-03-29,01:00:00,278.74,Clouds,,,,
40943,2017-03-29,02:00:00,277.76,Clear,,,,
40944,2017-03-29,03:00:00,276.88,Clear,,,,
40945,2017-03-29,04:00:00,276.12,Clear,,,,
40946,2017-03-29,05:00:00,276.12,Clear,,,,
40947,2017-03-29,06:00:00,275.62,Clear,,,,
40948,2017-03-29,07:00:00,275.88,Clear,,,,
40949,2017-03-29,08:00:00,275.61,Clear,,,,
40950,2017-03-29,09:00:00,275.73,Clear,,,,
40951,2017-03-29,10:00:00,275.13,Clear,,,,
40952,2017-03-29,11:00:00,274.1,Clear,,,,
40953,2017-03-29,12:00:00,273.91,Clear,,,,
40954,2017-03-29,13:00:00,275.12,Clouds,,,,
40955,2017-03-29,14:00:00,276.57,Clouds,,,,
40956,2017-03-29,15:00:00,277.94,Clouds,,,,
40957,2017-03-29,16:00:00,279.32,Clouds,,,,
40958,2017-03-29,17:00:00,280.15,Clouds,,,,
40959,2017-03-29,18:00:00,280.76,Clouds,,,,
40960,2017-03-29,19:00:00,281.53,Clouds,,,,
40961,2017-03-29,20:00:00,281.14,Clouds,,,,
40962,2017-03-29,21:00:00,281.17,Clouds,,,,
40963,2017-03-29,22:00:00,281.17,Clouds,,,,
40964,2017-03-29,23:00:00,280.56,Clear,,,,
40965,2017-03-30,00:00:00,280.15,Clouds,,,,
40966,2017-03-30,01:00:00,278.75,Clear,,,,
40967,2017-03-30,02:00:00,278.14,Clouds,,,,
40968,2017-03-30,03:00:00,277.38,Clouds,,,,
40969,2017-03-30,04:00:00,276.61,Clouds,,,,
40970,2017-03-30,05:00:00,276.4,Clouds,,,,
40971,2017-03-30,06:00:00,276.38,Clouds,,,,
40972,2017-03-30,07:00:00,275.38,Clouds,,,,
40973,2017-03-30,08:00:00,275.13,Clouds,,,,
40974,2017-03-30,09:00:00,274.35,Clouds,,,,
40975,2017-03-30,10:00:00,274.88,Clouds,,,,
40976,2017-03-30,11:00:00,274.88,Clouds,,,,
40977,2017-03-30,12:00:00,274.94,Clouds,,,,
40978,2017-03-30,13:00:00,275.15,Clouds,,,,
40979,2017-03-30,14:00:00,275.75,Clouds,,,,
40980,2017-03-30,15:00:00,276.16,Clouds,,,,
40981,2017-03-30,16:00:00,276.57,Clouds,,,,
40982,2017-03-30,17:00:00,276.57,Clear,,,,
40983,2017-03-30,18:00:00,276.2,Clouds,,,,
40984,2017-03-30,19:00:00,276.37,Clouds,,,,
40985,2017-03-30,20:00:00,276.12,Snow,0.3,,,
40986,2017-03-30,20:00:00,276.12,Rain,0.3,,,
40987,2017-03-30,21:00:00,275.39,Rain,0.3,,,
40988,2017-03-30,21:00:00,275.39,Snow,0.3,,,
40989,2017-03-30,22:00:00,274.21,Snow,0.3,,,
40990,2017-03-30,22:00:00,274.21,Rain,0.3,,,
40991,2017-03-30,23:00:00,273.97,Rain,0.3,,,
40992,2017-03-30,23:00:00,273.97,Snow,0.3,,,
40993,2017-03-31,00:00:00,273.98,Snow,0.3,,,
40994,2017-03-31,00:00:00,273.98,Rain,0.3,,,
40995,2017-03-31,00:00:00,273.98,Mist,0.3,,,
40996,2017-03-31,01:00:00,273.74,Snow,0.3,,,
40997,2017-03-31,01:00:00,273.74,Rain,0.3,,,
40998,2017-03-31,01:00:00,273.74,Mist,0.3,,,
40999,2017-03-31,02:00:00,273.56,Rain,0.3,,,
41000,2017-03-31,02:00:00,273.56,Mist,0.3,,,
41001,2017-03-31,02:00:00,273.56,Snow,0.3,,,
41002,2017-03-31,03:00:00,274.13,Rain,0.3,,,
41003,2017-03-31,03:00:00,274.13,Mist,0.3,,,
41004,2017-03-31,04:00:00,274.12,Rain,0.3,,,
41005,2017-03-31,04:00:00,274.12,Mist,0.3,,,
41006,2017-03-31,05:00:00,274.12,Rain,0.3,,,
41007,2017-03-31,05:00:00,274.12,Mist,0.3,,,
41008,2017-03-31,06:00:00,274.38,Rain,0.3,,,
41009,2017-03-31,07:00:00,274.49,Rain,0.3,,,
41010,2017-03-31,08:00:00,275.15,Rain,0.3,,,
41011,2017-03-31,09:00:00,275.37,Rain,0.3,,,
41012,2017-03-31,10:00:00,275.37,Rain,0.3,,,
41013,2017-03-31,10:00:00,275.37,Mist,0.3,,,
41014,2017-03-31,11:00:00,275.38,Rain,0.3,,,
41015,2017-03-31,11:00:00,275.38,Mist,0.3,,,
41016,2017-03-31,11:00:00,275.38,Drizzle,0.3,,,
41017,2017-03-31,12:00:00,275.56,Rain,0.3,,,
41018,2017-03-31,12:00:00,275.56,Mist,0.3,,,
41019,2017-03-31,12:00:00,275.56,Drizzle,0.3,,,
41020,2017-03-31,13:00:00,275.56,Rain,0.3,,,
41021,2017-03-31,13:00:00,275.56,Mist,0.3,,,
41022,2017-03-31,13:00:00,275.56,Drizzle,0.3,,,
41023,2017-03-31,14:00:00,275.99,Rain,0.3,,,
41024,2017-03-31,14:00:00,275.99,Mist,0.3,,,
41025,2017-03-31,14:00:00,275.99,Drizzle,0.3,,,
41026,2017-03-31,15:00:00,276.16,Rain,0.3,,,
41027,2017-03-31,15:00:00,276.16,Mist,0.3,,,
41028,2017-03-31,15:00:00,276.16,Drizzle,0.3,,,
41029,2017-03-31,16:00:00,276.38,Rain,0.3,,,
41030,2017-03-31,16:00:00,276.38,Mist,0.3,,,
41031,2017-03-31,16:00:00,276.38,Drizzle,0.3,,,
41032,2017-03-31,17:00:00,276.8,Rain,0.3,,,
41033,2017-03-31,17:00:00,276.8,Drizzle,0.3,,,
41034,2017-03-31,17:00:00,276.8,Mist,0.3,,,
41035,2017-03-31,18:00:00,277.01,Rain,0.3,,,
41036,2017-03-31,18:00:00,277.01,Drizzle,0.3,,,
41037,2017-03-31,18:00:00,277.01,Mist,0.3,,,
41038,2017-03-31,19:00:00,277.14,Rain,0.3,,,
41039,2017-03-31,19:00:00,277.14,Mist,0.3,,,
41040,2017-03-31,20:00:00,276.95,Rain,0.3,,,
41041,2017-03-31,20:00:00,276.95,Mist,0.3,,,
41042,2017-03-31,21:00:00,277.16,Rain,0.3,,,
41043,2017-03-31,21:00:00,277.16,Mist,0.3,,,
41044,2017-03-31,22:00:00,277.16,Rain,0.3,,,
41045,2017-03-31,22:00:00,277.16,Mist,0.3,,,
41046,2017-03-31,23:00:00,277.15,Rain,0.3,,,
41047,2017-03-31,23:00:00,277.15,Mist,0.3,,,
41048,2017-04-01,00:00:00,276.55,Rain,0.3,,,
41049,2017-04-01,00:00:00,276.55,Mist,0.3,,,
41050,2017-04-01,01:00:00,276.17,Rain,0.3,,,
41051,2017-04-01,01:00:00,276.17,Mist,0.3,,,
41052,2017-04-01,02:00:00,275.55,Rain,0.3,,,
41053,2017-04-01,02:00:00,275.55,Mist,0.3,,,
41054,2017-04-01,03:00:00,275.38,Drizzle,0.3,,,
41055,2017-04-01,03:00:00,275.38,Mist,0.3,,,
41056,2017-04-01,03:00:00,275.38,Rain,0.3,,,
41057,2017-04-01,04:00:00,275.38,Mist,0.3,,,
41058,2017-04-01,04:00:00,275.38,Drizzle,0.3,,,
41059,2017-04-01,04:00:00,275.38,Rain,0.3,,,
41060,2017-04-01,05:00:00,275.14,Drizzle,0.3,,,
41061,2017-04-01,05:00:00,275.14,Mist,0.3,,,
41062,2017-04-01,05:00:00,275.14,Rain,0.3,,,
41063,2017-04-01,06:00:00,275.15,Clouds,,,,
41064,2017-04-01,07:00:00,275.14,Clouds,,,,
41065,2017-04-01,08:00:00,275.14,Drizzle,,,,
41066,2017-04-01,08:00:00,275.14,Mist,,,,
41067,2017-04-01,09:00:00,274.88,Clouds,,,,
41068,2017-04-01,10:00:00,274.88,Clouds,,,,
41069,2017-04-01,11:00:00,275.13,Clouds,,,,
41070,2017-04-01,12:00:00,275.15,Rain,0.3,,,
41071,2017-04-01,12:00:00,275.15,Mist,0.3,,,
41072,2017-04-01,13:00:00,275.33,Drizzle,,,,
41073,2017-04-01,13:00:00,275.33,Mist,,,,
41074,2017-04-01,14:00:00,275.54,Clouds,,,,
41075,2017-04-01,15:00:00,276.35,Clouds,,,,
41076,2017-04-01,16:00:00,277.32,Clouds,,,,
41077,2017-04-01,17:00:00,278.73,Clouds,,,,
41078,2017-04-01,18:00:00,278.94,Clouds,,,,
41079,2017-04-01,19:00:00,280.14,Clouds,,,,
41080,2017-04-01,20:00:00,281.32,Clouds,,,,
41081,2017-04-01,21:00:00,282.11,Clouds,,,,
41082,2017-04-01,22:00:00,282.32,Clear,,,,
41083,2017-04-01,23:00:00,282.11,Clear,,,,
41084,2017-04-02,00:00:00,280.55,Clear,,,,
41085,2017-04-02,01:00:00,279.13,Clear,,,,
41086,2017-04-02,02:00:00,278.69,Clear,,,,
41087,2017-04-02,03:00:00,277.1,Clear,,,,
41088,2017-04-02,04:00:00,276.08,Clear,,,,
41089,2017-04-02,05:00:00,276.34,Clear,,,,
41090,2017-04-02,06:00:00,274.86,Clouds,,,,
41091,2017-04-02,07:00:00,274.59,Clouds,,,,
41092,2017-04-02,08:00:00,274.59,Clouds,,,,
41093,2017-04-02,09:00:00,274.32,Clouds,,,,
41094,2017-04-02,10:00:00,274.83,Clouds,,,,
41095,2017-04-02,11:00:00,275.83,Clouds,,,,
41096,2017-04-02,12:00:00,275.31,Clouds,,,,
41097,2017-04-02,13:00:00,276.52,Clear,,,,
41098,2017-04-02,14:00:00,279.53,Clear,,,,
41099,2017-04-02,15:00:00,282.74,Clear,,,,
41100,2017-04-02,16:00:00,284.36,Clouds,,,,
41101,2017-04-02,17:00:00,286.34,Clear,,,,
41102,2017-04-02,18:00:00,287.15,Clouds,,,,
41103,2017-04-02,19:00:00,285.99,Clouds,,,,
41104,2017-04-02,20:00:00,287.38,Clouds,,,,
41105,2017-04-02,21:00:00,288.13,Clouds,,,,
41106,2017-04-02,22:00:00,288.13,Clouds,,,,
41107,2017-04-02,23:00:00,287.31,Clear,,,,
41108,2017-04-03,00:00:00,285.89,Clear,,,,
41109,2017-04-03,01:00:00,284.28,Clear,,,,
41110,2017-04-03,02:00:00,282.34,Clear,,,,
41111,2017-04-03,03:00:00,281.61,Clouds,,,,
41112,2017-04-03,04:00:00,280.58,Clear,,,,
41113,2017-04-03,05:00:00,278.85,Clouds,,,,
41114,2017-04-03,06:00:00,278.84,Clouds,,,,
41115,2017-04-03,07:00:00,278.1,Clouds,,,,
41116,2017-04-03,08:00:00,278.84,Clear,,,,
41117,2017-04-03,09:00:00,278.34,Clear,,,,
41118,2017-04-03,10:00:00,278.87,Clouds,,,,
41119,2017-04-03,11:00:00,279.16,Rain,0.3,,,
41120,2017-04-03,12:00:00,279.51,Rain,0.3,,,
41121,2017-04-03,13:00:00,280.11,Clouds,,,,
41122,2017-04-03,14:00:00,280.35,Rain,0.3,,,
41123,2017-04-03,15:00:00,281.21,Clouds,,,,
41124,2017-04-03,16:00:00,282.58,Clouds,,,,
41125,2017-04-03,17:00:00,284.01,Clear,,,,
41126,2017-04-03,18:00:00,284.62,Clear,,,,
41127,2017-04-03,19:00:00,283.66,Rain,0.3,,,
41128,2017-04-03,20:00:00,283.85,Rain,0.3,,,
41129,2017-04-03,21:00:00,283.18,Rain,0.3,,,
41130,2017-04-03,22:00:00,282.78,Rain,0.3,,,
41131,2017-04-03,23:00:00,283.15,Clouds,,,,
41132,2017-04-04,00:00:00,283.15,Rain,0.3,,,
41133,2017-04-04,01:00:00,284.15,Rain,0.3,,,
41134,2017-04-04,02:00:00,283.6,Rain,0.3,,,
41135,2017-04-04,03:00:00,283.39,Rain,0.3,,,
41136,2017-04-04,04:00:00,280.95,Rain,0.3,,,
41137,2017-04-04,05:00:00,279.93,Rain,0.3,,,
41138,2017-04-04,05:00:00,279.93,Mist,0.3,,,
41139,2017-04-04,06:00:00,279.72,Rain,0.3,,,
41140,2017-04-04,06:00:00,279.72,Mist,0.3,,,
41141,2017-04-04,07:00:00,279.92,Rain,0.3,,,
41142,2017-04-04,07:00:00,279.92,Mist,0.3,,,
41143,2017-04-04,08:00:00,280.41,Rain,0.3,,,
41144,2017-04-04,08:00:00,280.41,Mist,0.3,,,
41145,2017-04-04,09:00:00,280.66,Rain,0.3,,,
41146,2017-04-04,09:00:00,280.66,Drizzle,0.3,,,
41147,2017-04-04,09:00:00,280.66,Mist,0.3,,,
41148,2017-04-04,10:00:00,280.41,Mist,0.3,,,
41149,2017-04-04,10:00:00,280.41,Rain,0.3,,,
41150,2017-04-04,11:00:00,280.38,Fog,,,,
41151,2017-04-04,12:00:00,280.16,Rain,0.3,,,
41152,2017-04-04,12:00:00,280.16,Mist,0.3,,,
41153,2017-04-04,12:00:00,280.16,Fog,0.3,,,
41154,2017-04-04,13:00:00,280.57,Rain,0.9,,,
41155,2017-04-04,13:00:00,280.57,Mist,0.9,,,
41156,2017-04-04,14:00:00,281.47,Drizzle,0.9,,,
41157,2017-04-04,14:00:00,281.47,Mist,0.9,,,
41158,2017-04-04,14:00:00,281.47,Rain,0.9,,,
41159,2017-04-04,15:00:00,282.43,Drizzle,0.3,,,
41160,2017-04-04,15:00:00,282.43,Mist,0.3,,,
41161,2017-04-04,15:00:00,282.43,Rain,0.3,,,
41162,2017-04-04,16:00:00,282.61,Mist,0.3,,,
41163,2017-04-04,16:00:00,282.61,Drizzle,0.3,,,
41164,2017-04-04,16:00:00,282.61,Rain,0.3,,,
41165,2017-04-04,17:00:00,282.9,Rain,0.3,,,
41166,2017-04-04,17:00:00,282.9,Drizzle,0.3,,,
41167,2017-04-04,17:00:00,282.9,Mist,0.3,,,
41168,2017-04-04,18:00:00,283.27,Rain,0.3,,,
41169,2017-04-04,18:00:00,283.27,Mist,0.3,,,
41170,2017-04-04,19:00:00,283.17,Rain,0.3,,,
41171,2017-04-04,19:00:00,283.17,Mist,0.3,,,
41172,2017-04-04,20:00:00,282.15,Rain,0.3,,,
41173,2017-04-04,20:00:00,282.15,Mist,0.3,,,
41174,2017-04-04,21:00:00,281.75,Rain,0.3,,,
41175,2017-04-04,22:00:00,280.76,Rain,0.3,,,
41176,2017-04-04,23:00:00,280.41,Rain,0.3,,,
41177,2017-04-05,00:00:00,279.79,Clouds,,,,
41178,2017-04-05,01:00:00,279.37,Clouds,,,,
41179,2017-04-05,02:00:00,279.16,Clouds,,,,
41180,2017-04-05,03:00:00,278.9,Clouds,,,,
41181,2017-04-05,04:00:00,278.9,Clouds,,,,
41182,2017-04-05,05:00:00,278.36,Clouds,,,,
41183,2017-04-05,06:00:00,277.63,Clouds,,,,
41184,2017-04-05,07:00:00,277.39,Clouds,,,,
41185,2017-04-05,08:00:00,277.64,Clouds,,,,
41186,2017-04-05,09:00:00,277.88,Clouds,,,,
41187,2017-04-05,10:00:00,277.88,Clouds,,,,
41188,2017-04-05,11:00:00,278.13,Clouds,,,,
41189,2017-04-05,12:00:00,278.15,Clouds,,,,
41190,2017-04-05,13:00:00,278.36,Clouds,,,,
41191,2017-04-05,14:00:00,278.75,Clouds,,,,
41192,2017-04-05,15:00:00,279.12,Clouds,,,,
41193,2017-04-05,16:00:00,280.12,Clouds,,,,
41194,2017-04-05,17:00:00,280.74,Clouds,,,,
41195,2017-04-05,18:00:00,281.35,Clouds,,,,
41196,2017-04-05,19:00:00,281.35,Clouds,,,,
41197,2017-04-05,20:00:00,280.94,Clouds,,,,
41198,2017-04-05,21:00:00,280.15,Clouds,,,,
41199,2017-04-05,22:00:00,280.15,Clouds,,,,
41200,2017-04-05,23:00:00,279.73,Clouds,,,,
41201,2017-04-06,00:00:00,279.55,Clouds,,,,
41202,2017-04-06,01:00:00,279.15,Rain,0.9,,,
41203,2017-04-06,02:00:00,278.75,Clouds,,,,
41204,2017-04-06,03:00:00,278.4,Clouds,,,,
41205,2017-04-06,04:00:00,278.66,Clouds,,,,
41206,2017-04-06,05:00:00,278.9,Clouds,,,,
41207,2017-04-06,06:00:00,279.15,Rain,0.3,,,
41208,2017-04-06,07:00:00,279.15,Clouds,,,,
41209,2017-04-06,08:00:00,278.92,Clouds,,,,
41210,2017-04-06,09:00:00,279.15,Rain,0.3,,,
41211,2017-04-06,10:00:00,279.4,Rain,0.3,,,
41212,2017-04-06,11:00:00,279.15,Rain,0.3,,,
41213,2017-04-06,12:00:00,279.15,Rain,0.3,,,
41214,2017-04-06,13:00:00,279.145,Clouds,,,,
41215,2017-04-06,14:00:00,279.14,Rain,0.3,,,
41216,2017-04-06,14:00:00,279.14,Drizzle,0.3,,,
41217,2017-04-06,14:00:00,279.14,Mist,0.3,,,
41218,2017-04-06,15:00:00,279.54,Rain,0.9,,,
41219,2017-04-06,15:00:00,279.54,Mist,0.9,,,
41220,2017-04-06,16:00:00,279.34,Rain,0.9,,,
41221,2017-04-06,16:00:00,279.34,Mist,0.9,,,
41222,2017-04-06,17:00:00,279.77,Rain,0.9,,,
41223,2017-04-06,17:00:00,279.77,Mist,0.9,,,
41224,2017-04-06,18:00:00,280.38,Rain,0.9,,,
41225,2017-04-06,18:00:00,280.38,Mist,0.9,,,
41226,2017-04-06,19:00:00,279.75,Rain,0.9,,,
41227,2017-04-06,19:00:00,279.75,Mist,0.9,,,
41228,2017-04-06,20:00:00,279.13,Rain,0.9,,,
41229,2017-04-06,20:00:00,279.13,Mist,0.9,,,
41230,2017-04-06,21:00:00,278.93,Rain,0.3,,,
41231,2017-04-06,21:00:00,278.93,Mist,0.3,,,
41232,2017-04-06,22:00:00,278.33,Rain,0.3,,,
41233,2017-04-06,22:00:00,278.33,Mist,0.3,,,
41234,2017-04-06,23:00:00,277.57,Rain,0.3,,,
41235,2017-04-06,23:00:00,277.57,Mist,0.3,,,
41236,2017-04-07,00:00:00,276.64,Rain,0.3,,,
41237,2017-04-07,00:00:00,276.64,Mist,0.3,,,
41238,2017-04-07,01:00:00,276.16,Rain,0.3,,,
41239,2017-04-07,01:00:00,276.16,Mist,0.3,,,
41240,2017-04-07,02:00:00,275.55,Rain,0.3,,,
41241,2017-04-07,02:00:00,275.55,Snow,0.3,,,
41242,2017-04-07,03:00:00,275.14,Rain,0.3,,,
41243,2017-04-07,04:00:00,274.4,Rain,0.3,,,
41244,2017-04-07,04:00:00,274.4,Mist,0.3,,,
41245,2017-04-07,04:00:00,274.4,Snow,0.3,,,
41246,2017-04-07,05:00:00,274.38,Mist,,,,
41247,2017-04-07,05:00:00,274.38,Snow,,,,
41248,2017-04-07,06:00:00,274.38,Mist,0.3,,,
41249,2017-04-07,06:00:00,274.38,Snow,0.3,,,
41250,2017-04-07,06:00:00,274.38,Rain,0.3,,,
41251,2017-04-07,07:00:00,274.38,Rain,0.3,,,
41252,2017-04-07,07:00:00,274.38,Snow,0.3,,,
41253,2017-04-07,07:00:00,274.38,Mist,0.3,,,
41254,2017-04-07,08:00:00,274.4,Rain,0.3,,,
41255,2017-04-07,08:00:00,274.4,Snow,0.3,,,
41256,2017-04-07,08:00:00,274.4,Mist,0.3,,,
41257,2017-04-07,09:00:00,274.14,Rain,0.3,,,
41258,2017-04-07,09:00:00,274.14,Snow,0.3,,,
41259,2017-04-07,10:00:00,273.38,Snow,,,,
41260,2017-04-07,11:00:00,273.37,Snow,,,,
41261,2017-04-07,12:00:00,273.15,Snow,,,,
41262,2017-04-07,13:00:00,273.15,Snow,,,,
41263,2017-04-07,14:00:00,273.13,Rain,0.3,,,
41264,2017-04-07,14:00:00,273.13,Snow,0.3,,,
41265,2017-04-07,15:00:00,273.35,Clouds,,,,
41266,2017-04-07,16:00:00,273.33,Clouds,,,,
41267,2017-04-07,17:00:00,274.33,Clouds,,,,
41268,2017-04-07,18:00:00,274.71,Clouds,,,,
41269,2017-04-07,19:00:00,275.15,Clouds,,,,
41270,2017-04-07,20:00:00,275.94,Clouds,,,,
41271,2017-04-07,21:00:00,277.15,Clear,,,,
41272,2017-04-07,22:00:00,277.36,Clear,,,,
41273,2017-04-07,23:00:00,278.15,Clear,,,,
41274,2017-04-08,00:00:00,278.15,Clear,,,,
41275,2017-04-08,01:00:00,276.94,Clear,,,,
41276,2017-04-08,02:00:00,276.73,Clear,,,,
41277,2017-04-08,03:00:00,276.12,Clear,,,,
41278,2017-04-08,04:00:00,275.88,Clear,,,,
41279,2017-04-08,05:00:00,275.37,Clear,,,,
41280,2017-04-08,06:00:00,275.35,Clear,,,,
41281,2017-04-08,07:00:00,274.86,Clear,,,,
41282,2017-04-08,08:00:00,274.35,Clear,,,,
41283,2017-04-08,09:00:00,273.86,Clear,,,,
41284,2017-04-08,10:00:00,273.62,Clear,,,,
41285,2017-04-08,11:00:00,273.86,Clear,,,,
41286,2017-04-08,12:00:00,273.55,Clear,,,,
41287,2017-04-08,13:00:00,274.96,Clear,,,,
41288,2017-04-08,14:00:00,276.36,Clear,,,,
41289,2017-04-08,15:00:00,277.55,Clear,,,,
41290,2017-04-08,16:00:00,278.51,Clouds,,,,
41291,2017-04-08,17:00:00,279.94,Clear,,,,
41292,2017-04-08,18:00:00,281.13,Clear,,,,
41293,2017-04-08,19:00:00,281.98,Clear,,,,
41294,2017-04-08,20:00:00,283.19,Clear,,,,
41295,2017-04-08,21:00:00,283.56,Clear,,,,
41296,2017-04-08,22:00:00,284.16,Clear,,,,
41297,2017-04-08,23:00:00,284.37,Clear,,,,
41298,2017-04-09,00:00:00,283.16,Clear,,,,
41299,2017-04-09,01:00:00,281.33,Clear,,,,
41300,2017-04-09,02:00:00,280.54,Clear,,,,
41301,2017-04-09,03:00:00,279.11,Clear,,,,
41302,2017-04-09,04:00:00,278.1,Clear,,,,
